series,bore,rod,option_name,base_price,per_unit_price,unit,source_sheet,source_row
H/HM/W,1.5,0.625,Rod Extension,,14,inch,H2,8
H/HM/W,1.5,0.625,Stop Tube,57,44,inch,H2,8
H/HM/W,1.5,0.625,Stainless Steel Piston Rod,40,6,inch,H2,8
H/HM/W,1.5,0.625,Chromed Bore,490,16,inch,H2,8
H/HM/W,1.5,0.625,Thread Extension,,17,inch,H2,8
H/HM/W,,1,Rod Extension,,16,inch,H2,9
H/HM/W,,1,Stop Tube,67,51,inch,H2,9
H/HM/W,,1,Stainless Steel Piston Rod,72,7,inch,H2,9
H/HM/W,,1,Chromed Bore,490,16,inch,H2,9
H/HM/W,,1,Thread Extension,,18,inch,H2,9
H/HM/W,2,1,Rod Extension,,16,inch,H2,10
H/HM/W,2,1,Stop Tube,67,50,inch,H2,10
H/HM/W,2,1,Stainless Steel Piston Rod,72,7,inch,H2,10
H/HM/W,2,1,Chromed Bore,490,16,inch,H2,10
H/HM/W,2,1,Thread Extension,,18,inch,H2,10
H/HM/W,,1.375,Rod Extension,,18,inch,H2,11
H/HM/W,,1.375,Stop Tube,72,63,inch,H2,11
H/HM/W,,1.375,Stainless Steel Piston Rod,143,10,inch,H2,11
H/HM/W,,1.375,Chromed Bore,490,16,inch,H2,11
H/HM/W,,1.375,Thread Extension,,21,inch,H2,11
H/HM/W,2.5,1,Rod Extension,,16,inch,H2,12
H/HM/W,2.5,1,Stop Tube,72,50,inch,H2,12
H/HM/W,2.5,1,Stainless Steel Piston Rod,72,7,inch,H2,12
H/HM/W,2.5,1,Chromed Bore,490,16,inch,H2,12
H/HM/W,2.5,1,Thread Extension,,18,inch,H2,12
H/HM/W,,1.375,Rod Extension,,18,inch,H2,13
H/HM/W,,1.375,Stop Tube,73,54,inch,H2,13
H/HM/W,,1.375,Stainless Steel Piston Rod,143,10,inch,H2,13
H/HM/W,,1.375,Chromed Bore,490,16,inch,H2,13
H/HM/W,,1.375,Thread Extension,,21,inch,H2,13
H/HM/W,,1.75,Rod Extension,,19,inch,H2,14
H/HM/W,,1.75,Stop Tube,78,63,inch,H2,14
H/HM/W,,1.75,Stainless Steel Piston Rod,292,11,inch,H2,14
H/HM/W,,1.75,Chromed Bore,490,16,inch,H2,14
H/HM/W,,1.75,Thread Extension,,26,inch,H2,14
H/HM/W,3.25,1.375,Rod Extension,,18,inch,H2,15
H/HM/W,3.25,1.375,Stop Tube,78,59,inch,H2,15
H/HM/W,3.25,1.375,Stainless Steel Piston Rod,143,10,inch,H2,15
H/HM/W,3.25,1.375,Chromed Bore,490,16,inch,H2,15
H/HM/W,3.25,1.375,Thread Extension,,21,inch,H2,15
H/HM/W,,1.75,Rod Extension,,19,inch,H2,16
H/HM/W,,1.75,Stop Tube,82,70,inch,H2,16
H/HM/W,,1.75,Stainless Steel Piston Rod,292,11,inch,H2,16
H/HM/W,,1.75,Chromed Bore,490,16,inch,H2,16
H/HM/W,,1.75,Thread Extension,,26,inch,H2,16
H/HM/W,,2,Rod Extension,,20,inch,H2,17
H/HM/W,,2,Stop Tube,110,91,inch,H2,17
H/HM/W,,2,Stainless Steel Piston Rod,423,13,inch,H2,17
H/HM/W,,2,Chromed Bore,490,16,inch,H2,17
H/HM/W,,2,Thread Extension,,28,inch,H2,17
H/HM/W,4,1.75,Rod Extension,,19,inch,H2,18
H/HM/W,4,1.75,Stop Tube,98,78,inch,H2,18
H/HM/W,4,1.75,Stainless Steel Piston Rod,292,11,inch,H2,18
H/HM/W,4,1.75,Chromed Bore,490,17,inch,H2,18
H/HM/W,4,1.75,Thread Extension,,26,inch,H2,18
H/HM/W,,2,Rod Extension,,20,inch,H2,19
H/HM/W,,2,Stop Tube,107,80,inch,H2,19
H/HM/W,,2,Stainless Steel Piston Rod,423,13,inch,H2,19
H/HM/W,,2,Chromed Bore,490,17,inch,H2,19
H/HM/W,,2,Thread Extension,,28,inch,H2,19
H/HM/W,,2.5,Rod Extension,,25,inch,H2,20
H/HM/W,,2.5,Stop Tube,118,103,inch,H2,20
H/HM/W,,2.5,Stainless Steel Piston Rod,805,18,inch,H2,20
H/HM/W,,2.5,Chromed Bore,490,17,inch,H2,20
H/HM/W,,2.5,Thread Extension,,30,inch,H2,20
H/HM/W,5,2,Rod Extension,,20,inch,H2,21
H/HM/W,5,2,Stop Tube,123,100,inch,H2,21
H/HM/W,5,2,Stainless Steel Piston Rod,423,13,inch,H2,21
H/HM/W,5,2,Chromed Bore,510,17,inch,H2,21
H/HM/W,5,2,Thread Extension,,28,inch,H2,21
H/HM/W,,2.5,Rod Extension,,25,inch,H2,22
H/HM/W,,2.5,Stop Tube,132,111,inch,H2,22
H/HM/W,,2.5,Stainless Steel Piston Rod,805,18,inch,H2,22
H/HM/W,,2.5,Chromed Bore,510,17,inch,H2,22
H/HM/W,,2.5,Thread Extension,,30,inch,H2,22
H/HM/W,,3,Rod Extension,,40,inch,H2,23
H/HM/W,,3,Stop Tube,143,131,inch,H2,23
H/HM/W,,3,Stainless Steel Piston Rod,1234,25,inch,H2,23
H/HM/W,,3,Chromed Bore,510,17,inch,H2,23
H/HM/W,,3,Thread Extension,,58,inch,H2,23
H/HM/W,,3.5,Rod Extension,,50,inch,H2,24
H/HM/W,,3.5,Stop Tube,153,145,inch,H2,24
H/HM/W,,3.5,Stainless Steel Piston Rod,1560,32,inch,H2,24
H/HM/W,,3.5,Chromed Bore,510,17,inch,H2,24
H/HM/W,,3.5,Thread Extension,,68,inch,H2,24
H/HM/W,6,2.5,Rod Extension,,25,inch,H2,25
H/HM/W,6,2.5,Stop Tube,139,124,inch,H2,25
H/HM/W,6,2.5,Stainless Steel Piston Rod,805,18,inch,H2,25
H/HM/W,6,2.5,Chromed Bore,510,17,inch,H2,25
H/HM/W,6,2.5,Thread Extension,,30,inch,H2,25
H/HM/W,,3,Rod Extension,,40,inch,H2,26
H/HM/W,,3,Stop Tube,157,138,inch,H2,26
H/HM/W,,3,Stainless Steel Piston Rod,1234,25,inch,H2,26
H/HM/W,,3,Chromed Bore,510,17,inch,H2,26
H/HM/W,,3,Thread Extension,,58,inch,H2,26
H/HM/W,,3.5,Rod Extension,,50,inch,H2,27
H/HM/W,,3.5,Stop Tube,166,159,inch,H2,27
H/HM/W,,3.5,Stainless Steel Piston Rod,1560,32,inch,H2,27
H/HM/W,,3.5,Chromed Bore,510,17,inch,H2,27
H/HM/W,,3.5,Thread Extension,,68,inch,H2,27
H/HM/W,,4,Rod Extension,,60,inch,H2,28
H/HM/W,,4,Stop Tube,182,180,inch,H2,28
H/HM/W,,4,Stainless Steel Piston Rod,1859,44,inch,H2,28
H/HM/W,,4,Chromed Bore,510,17,inch,H2,28
H/HM/W,,4,Thread Extension,,84,inch,H2,28
H/HM/W,7,3,Rod Extension,,40,inch,H2,29
H/HM/W,7,3,Stop Tube,159,159,inch,H2,29
H/HM/W,7,3,Stainless Steel Piston Rod,1234,25,inch,H2,29
H/HM/W,7,3,Chromed Bore,513,18,inch,H2,29
H/HM/W,7,3,Thread Extension,,58,inch,H2,29
H/HM/W,,3.5,Rod Extension,,50,inch,H2,30
H/HM/W,,3.5,Stop Tube,180,175,inch,H2,30
H/HM/W,,3.5,Stainless Steel Piston Rod,1560,32,inch,H2,30
H/HM/W,,3.5,Chromed Bore,513,18,inch,H2,30
H/HM/W,,3.5,Thread Extension,,68,inch,H2,30
H/HM/W,,4,Rod Extension,,60,inch,H2,31
H/HM/W,,4,Stop Tube,196,196,inch,H2,31
H/HM/W,,4,Stainless Steel Piston Rod,1859,44,inch,H2,31
H/HM/W,,4,Chromed Bore,513,18,inch,H2,31
H/HM/W,,4,Thread Extension,,84,inch,H2,31
H/HM/W,,4.5,Rod Extension,,79,inch,H2,32
H/HM/W,,4.5,Stop Tube,216,224,inch,H2,32
H/HM/W,,4.5,Stainless Steel Piston Rod,2982,65,inch,H2,32
H/HM/W,,4.5,Chromed Bore,513,18,inch,H2,32
H/HM/W,,4.5,Thread Extension,,101,inch,H2,32
H/HM/W,,5,Rod Extension,,137,inch,H2,33
H/HM/W,,5,Stop Tube,236,250,inch,H2,33
H/HM/W,,5,Stainless Steel Piston Rod,3820,78,inch,H2,33
H/HM/W,,5,Chromed Bore,513,18,inch,H2,33
H/HM/W,,5,Thread Extension,,123,inch,H2,33
H/HM/W,8,3.5,Rod Extension,,50,inch,H2,34
H/HM/W,8,3.5,Stop Tube,209,212,inch,H2,34
H/HM/W,8,3.5,Stainless Steel Piston Rod,1560,32,inch,H2,34
H/HM/W,8,3.5,Chromed Bore,513,20,inch,H2,34
H/HM/W,8,3.5,Thread Extension,,68,inch,H2,34
H/HM/W,,4,Rod Extension,,60,inch,H2,35
H/HM/W,,4,Stop Tube,221,226,inch,H2,35
H/HM/W,,4,Stainless Steel Piston Rod,1859,44,inch,H2,35
H/HM/W,,4,Chromed Bore,513,20,inch,H2,35
H/HM/W,,4,Thread Extension,,84,inch,H2,35
H/HM/W,,4.5,Rod Extension,,79,inch,H2,36
H/HM/W,,4.5,Stop Tube,256,261,inch,H2,36
H/HM/W,,4.5,Stainless Steel Piston Rod,2982,65,inch,H2,36
H/HM/W,,4.5,Chromed Bore,513,20,inch,H2,36
H/HM/W,,4.5,Thread Extension,,101,inch,H2,36
H/HM/W,,5,Rod Extension,,137,inch,H2,37
H/HM/W,,5,Stop Tube,290,289,inch,H2,37
H/HM/W,,5,Stainless Steel Piston Rod,3820,78,inch,H2,37
H/HM/W,,5,Chromed Bore,513,20,inch,H2,37
H/HM/W,,5,Thread Extension,,123,inch,H2,37
H/HM/W,,5.5,Rod Extension,,164,inch,H2,38
H/HM/W,,5.5,Stop Tube,292,319,inch,H2,38
H/HM/W,,5.5,Stainless Steel Piston Rod,4413,84,inch,H2,38
H/HM/W,,5.5,Chromed Bore,513,20,inch,H2,38
H/HM/W,,5.5,Thread Extension,,117,inch,H2,38
H/HM/W,10,4.5,Rod Extension,,79,inch,H2,39
H/HM/W,10,4.5,Stop Tube,449,282,inch,H2,39
H/HM/W,10,4.5,Stainless Steel Piston Rod,2831,42,inch,H2,39
H/HM/W,10,4.5,Chromed Bore,686,26,inch,H2,39
H/HM/W,10,4.5,Thread Extension,,101,inch,H2,39
H/HM/W,,5,Rod Extension,,137,inch,H2,40
H/HM/W,,5,Stop Tube,473,298,inch,H2,40
H/HM/W,,5,Stainless Steel Piston Rod,3813,54,inch,H2,40
H/HM/W,,5,Chromed Bore,686,26,inch,H2,40
H/HM/W,,5,Thread Extension,,123,inch,H2,40
H/HM/W,,5.5,Rod Extension,,164,inch,H2,41
H/HM/W,,5.5,Stop Tube,486,321,inch,H2,41
H/HM/W,,5.5,Stainless Steel Piston Rod,4380,58,inch,H2,41
H/HM/W,,5.5,Chromed Bore,686,26,inch,H2,41
H/HM/W,,5.5,Thread Extension,,146,inch,H2,41
H/HM/W,,7,Rod Extension,,192,inch,H2,42
H/HM/W,,7,Stop Tube,590,513,inch,H2,42
H/HM/W,,7,Stainless Steel Piston Rod,6609,84,inch,H2,42
H/HM/W,,7,Chromed Bore,686,26,inch,H2,42
H/HM/W,,7,Thread Extension,,183,inch,H2,42
H/HM/W,12,5.5,Rod Extension,,164,inch,H2,43
H/HM/W,12,5.5,Stop Tube,473,348,inch,H2,43
H/HM/W,12,5.5,Stainless Steel Piston Rod,4380,58,inch,H2,43
H/HM/W,12,5.5,Chromed Bore,918,36,inch,H2,43
H/HM/W,12,5.5,Thread Extension,,146,inch,H2,43
H/HM/W,,7,Rod Extension,,192,inch,H2,44
H/HM/W,,7,Stop Tube,590,513,inch,H2,44
H/HM/W,,7,Stainless Steel Piston Rod,6609,84,inch,H2,44
H/HM/W,,7,Chromed Bore,918,36,inch,H2,44
H/HM/W,,7,Thread Extension,,183,inch,H2,44
H/HM/W,,8,Rod Extension,,264,inch,H2,45
H/HM/W,,8,Stop Tube,665,560,inch,H2,45
H/HM/W,,8,Stainless Steel Piston Rod,10934,136,inch,H2,45
H/HM/W,,8,Chromed Bore,918,36,inch,H2,45
H/HM/W,,8,Thread Extension,,317,inch,H2,45
H/HM/W,14,8,Rod Extension,,264,inch,H2,46
H/HM/W,14,8,Stop Tube,665,560,inch,H2,46
H/HM/W,14,8,Stainless Steel Piston Rod,10934,136,inch,H2,46
H/HM/W,14,8,Chromed Bore,1230,44,inch,H2,46
H/HM/W,14,8,Thread Extension,,317,inch,H2,46
H/HM/W,,10,Rod Extension,,344,inch,H2,47
H/HM/W,,10,Stop Tube,785,699,inch,H2,47
H/HM/W,,10,Stainless Steel Piston Rod,13531,175,inch,H2,47
H/HM/W,,10,Chromed Bore,1230,44,inch,H2,47
H/HM/W,,10,Thread Extension,,411,inch,H2,47
H/HM/W,16,8,Rod Extension,,264,inch,H2,48
H/HM/W,16,8,Stop Tube,1207,706,inch,H2,48
H/HM/W,16,8,Stainless Steel Piston Rod,10934,136,inch,H2,48
H/HM/W,16,8,Chromed Bore,1650,58,inch,H2,48
H/HM/W,16,8,Thread Extension,,317,inch,H2,48
H/HM/W,,10,Rod Extension,,344,inch,H2,49
H/HM/W,,10,Stop Tube,1720,870,inch,H2,49
H/HM/W,,10,Stainless Steel Piston Rod,13531,175,inch,H2,49
H/HM/W,,10,Chromed Bore,1650,58,inch,H2,49
H/HM/W,,10,Thread Extension,,411,inch,H2,49
H/HM/W,18,8,Rod Extension,,264,inch,H2,50
H/HM/W,18,8,Stop Tube,1667,818,inch,H2,50
H/HM/W,18,8,Stainless Steel Piston Rod,10934,136,inch,H2,50
H/HM/W,18,8,Chromed Bore,2212,74,inch,H2,50
H/HM/W,18,8,Thread Extension,,317,inch,H2,50
H/HM/W,,10,Rod Extension,,344,inch,H2,51
H/HM/W,,10,Stop Tube,1797,924,inch,H2,51
H/HM/W,,10,Stainless Steel Piston Rod,13531,175,inch,H2,51
H/HM/W,,10,Chromed Bore,2212,74,inch,H2,51
H/HM/W,,10,Thread Extension,,411,inch,H2,51
H/HM/W,20,10,Rod Extension,,344,inch,H2,52
H/HM/W,20,10,Stop Tube,1888,983,inch,H2,52
H/HM/W,20,10,Stainless Steel Piston Rod,13531,175,inch,H2,52
H/HM/W,20,10,Chromed Bore,2967,98,inch,H2,52
H/HM/W,20,10,Thread Extension,,411,inch,H2,52
A/LH,1.5,0.625,Rod Extension,,11,inch,A2,8
A/LH,1.5,0.625,Stop Tube,116,34,inch,A2,8
A/LH,1.5,0.625,Chrome Plated Stainless Steel Piston Rod,34,15,inch,A2,8
A/LH,1.5,0.625,Thread Extension,,15,inch,A2,8
A/LH,1.5,1,Rod Extension,,12,inch,A2,9
A/LH,1.5,1,Stop Tube,116,34,inch,A2,9
A/LH,1.5,1,Chrome Plated Stainless Steel Piston Rod,60,17,inch,A2,9
A/LH,1.5,1,Thread Extension,,17,inch,A2,9
A/LH,2,0.625,Rod Extension,,11,inch,A2,10
A/LH,2,0.625,Stop Tube,130,34,inch,A2,10
A/LH,2,0.625,Chrome Plated Stainless Steel Piston Rod,34,15,inch,A2,10
A/LH,2,0.625,Thread Extension,,15,inch,A2,10
A/LH,2,1,Rod Extension,,12,inch,A2,11
A/LH,2,1,Stop Tube,130,34,inch,A2,11
A/LH,2,1,Chrome Plated Stainless Steel Piston Rod,60,17,inch,A2,11
A/LH,2,1,Thread Extension,,17,inch,A2,11
A/LH,2,1.375,Rod Extension,,15,inch,A2,12
A/LH,2,1.375,Stop Tube,130,34,inch,A2,12
A/LH,2,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,12
A/LH,2,1.375,Thread Extension,,18,inch,A2,12
A/LH,2.5,0.625,Rod Extension,,11,inch,A2,13
A/LH,2.5,0.625,Stop Tube,141,35,inch,A2,13
A/LH,2.5,0.625,Chrome Plated Stainless Steel Piston Rod,34,15,inch,A2,13
A/LH,2.5,0.625,Thread Extension,,15,inch,A2,13
A/LH,2.5,1,Rod Extension,,12,inch,A2,14
A/LH,2.5,1,Stop Tube,141,35,inch,A2,14
A/LH,2.5,1,Chrome Plated Stainless Steel Piston Rod,60,17,inch,A2,14
A/LH,2.5,1,Thread Extension,,17,inch,A2,14
A/LH,2.5,1.375,Rod Extension,,15,inch,A2,15
A/LH,2.5,1.375,Stop Tube,141,35,inch,A2,15
A/LH,2.5,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,15
A/LH,2.5,1.375,Thread Extension,,18,inch,A2,15
A/LH,2.5,1.75,Rod Extension,,16,inch,A2,16
A/LH,2.5,1.75,Stop Tube,141,35,inch,A2,16
A/LH,2.5,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,16
A/LH,2.5,1.75,Thread Extension,,22,inch,A2,16
A/LH,3.25,1,Rod Extension,,12,inch,A2,17
A/LH,3.25,1,Stop Tube,182,45,inch,A2,17
A/LH,3.25,1,Chrome Plated Stainless Steel Piston Rod,60,17,inch,A2,17
A/LH,3.25,1,Thread Extension,,17,inch,A2,17
A/LH,3.25,1.375,Rod Extension,,15,inch,A2,18
A/LH,3.25,1.375,Stop Tube,182,45,inch,A2,18
A/LH,3.25,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,18
A/LH,3.25,1.375,Thread Extension,,18,inch,A2,18
A/LH,3.25,1.75,Rod Extension,,16,inch,A2,19
A/LH,3.25,1.75,Stop Tube,182,45,inch,A2,19
A/LH,3.25,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,19
A/LH,3.25,1.75,Thread Extension,,22,inch,A2,19
A/LH,3.25,2,Rod Extension,,17,inch,A2,20
A/LH,3.25,2,Stop Tube,182,45,inch,A2,20
A/LH,3.25,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,20
A/LH,3.25,2,Thread Extension,,24,inch,A2,20
A/LH,4,1,Rod Extension,,12,inch,A2,21
A/LH,4,1,Stop Tube,226,48,inch,A2,21
A/LH,4,1,Chrome Plated Stainless Steel Piston Rod,60,17,inch,A2,21
A/LH,4,1,Thread Extension,,17,inch,A2,21
A/LH,4,1.375,Rod Extension,,15,inch,A2,22
A/LH,4,1.375,Stop Tube,226,48,inch,A2,22
A/LH,4,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,22
A/LH,4,1.375,Thread Extension,,18,inch,A2,22
A/LH,4,1.75,Rod Extension,,16,inch,A2,23
A/LH,4,1.75,Stop Tube,226,48,inch,A2,23
A/LH,4,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,23
A/LH,4,1.75,Thread Extension,,22,inch,A2,23
A/LH,4,2,Rod Extension,,17,inch,A2,24
A/LH,4,2,Stop Tube,226,48,inch,A2,24
A/LH,4,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,24
A/LH,4,2,Thread Extension,,24,inch,A2,24
A/LH,5,1,Rod Extension,,12,inch,A2,25
A/LH,5,1,Stop Tube,285,62,inch,A2,25
A/LH,5,1,Chrome Plated Stainless Steel Piston Rod,60,17,inch,A2,25
A/LH,5,1,Thread Extension,,17,inch,A2,25
A/LH,5,1.375,Rod Extension,,15,inch,A2,26
A/LH,5,1.375,Stop Tube,285,62,inch,A2,26
A/LH,5,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,26
A/LH,5,1.375,Thread Extension,,18,inch,A2,26
A/LH,5,1.75,Rod Extension,,16,inch,A2,27
A/LH,5,1.75,Stop Tube,285,62,inch,A2,27
A/LH,5,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,27
A/LH,5,1.75,Thread Extension,,22,inch,A2,27
A/LH,5,2,Rod Extension,,17,inch,A2,28
A/LH,5,2,Stop Tube,285,62,inch,A2,28
A/LH,5,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,28
A/LH,5,2,Thread Extension,,24,inch,A2,28
A/LH,6,1.375,Rod Extension,,15,inch,A2,29
A/LH,6,1.375,Stop Tube,378,76,inch,A2,29
A/LH,6,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,29
A/LH,6,1.375,Thread Extension,,18,inch,A2,29
A/LH,6,1.75,Rod Extension,,16,inch,A2,30
A/LH,6,1.75,Stop Tube,378,76,inch,A2,30
A/LH,6,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,30
A/LH,6,1.75,Thread Extension,,22,inch,A2,30
A/LH,6,2,Rod Extension,,17,inch,A2,31
A/LH,6,2,Stop Tube,378,76,inch,A2,31
A/LH,6,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,31
A/LH,6,2,Thread Extension,,24,inch,A2,31
A/LH,6,2.5,Rod Extension,,20,inch,A2,32
A/LH,6,2.5,Stop Tube,378,76,inch,A2,32
A/LH,6,2.5,Chrome Plated Stainless Steel Piston Rod,656,48,inch,A2,32
A/LH,6,2.5,Thread Extension,,33,inch,A2,32
A/LH,7,1.375,Rod Extension,,15,inch,A2,33
A/LH,7,1.375,Stop Tube,449,88,inch,A2,33
A/LH,7,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,33
A/LH,7,1.375,Thread Extension,,18,inch,A2,33
A/LH,7,1.75,Rod Extension,,16,inch,A2,34
A/LH,7,1.75,Stop Tube,449,88,inch,A2,34
A/LH,7,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,34
A/LH,7,1.75,Thread Extension,,22,inch,A2,34
A/LH,7,2,Rod Extension,,17,inch,A2,35
A/LH,7,2,Stop Tube,449,88,inch,A2,35
A/LH,7,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,35
A/LH,7,2,Thread Extension,,24,inch,A2,35
A/LH,7,2.5,Rod Extension,,20,inch,A2,36
A/LH,7,2.5,Stop Tube,449,88,inch,A2,36
A/LH,7,2.5,Chrome Plated Stainless Steel Piston Rod,656,48,inch,A2,36
A/LH,7,2.5,Thread Extension,,33,inch,A2,36
A/LH,8,1.375,Rod Extension,,15,inch,A2,37
A/LH,8,1.375,Stop Tube,521,96,inch,A2,37
A/LH,8,1.375,Chrome Plated Stainless Steel Piston Rod,119,22,inch,A2,37
A/LH,8,1.375,Thread Extension,,18,inch,A2,37
A/LH,8,1.75,Rod Extension,,16,inch,A2,38
A/LH,8,1.75,Stop Tube,521,96,inch,A2,38
A/LH,8,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,38
A/LH,8,1.75,Thread Extension,,22,inch,A2,38
A/LH,8,2,Rod Extension,,17,inch,A2,39
A/LH,8,2,Stop Tube,521,96,inch,A2,39
A/LH,8,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,39
A/LH,8,2,Thread Extension,,24,inch,A2,39
A/LH,8,2.5,Rod Extension,,20,inch,A2,40
A/LH,8,2.5,Stop Tube,521,96,inch,A2,40
A/LH,8,2.5,Chrome Plated Stainless Steel Piston Rod,656,48,inch,A2,40
A/LH,8,2.5,Thread Extension,,33,inch,A2,40
A/LH,10,1.75,Rod Extension,,16,inch,A2,41
A/LH,10,1.75,Stop Tube,879,144,inch,A2,41
A/LH,10,1.75,Chrome Plated Stainless Steel Piston Rod,242,24,inch,A2,41
A/LH,10,1.75,Thread Extension,,22,inch,A2,41
A/LH,10,2,Rod Extension,,17,inch,A2,42
A/LH,10,2,Stop Tube,879,144,inch,A2,42
A/LH,10,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,42
A/LH,10,2,Thread Extension,,24,inch,A2,42
A/LH,10,2.5,Rod Extension,,20,inch,A2,43
A/LH,10,2.5,Stop Tube,879,144,inch,A2,43
A/LH,10,2.5,Chrome Plated Stainless Steel Piston Rod,656,48,inch,A2,43
A/LH,10,2.5,Thread Extension,,33,inch,A2,43
A/LH,10,3,Rod Extension,,34,inch,A2,44
A/LH,10,3,Stop Tube,879,144,inch,A2,44
A/LH,10,3,Chrome Plated Stainless Steel Piston Rod,1001,64,inch,A2,44
A/LH,10,3,Thread Extension,,62,inch,A2,44
A/LH,10,3.5,Rod Extension,,41,inch,A2,45
A/LH,10,3.5,Stop Tube,879,144,inch,A2,45
A/LH,10,3.5,Chrome Plated Stainless Steel Piston Rod,1264,86,inch,A2,45
A/LH,10,3.5,Thread Extension,,69,inch,A2,45
A/LH,12,2,Rod Extension,,17,inch,A2,46
A/LH,12,2,Stop Tube,1238,200,inch,A2,46
A/LH,12,2,Chrome Plated Stainless Steel Piston Rod,344,35,inch,A2,46
A/LH,12,2,Thread Extension,,24,inch,A2,46
A/LH,12,2.5,Rod Extension,,20,inch,A2,47
A/LH,12,2.5,Stop Tube,1238,200,inch,A2,47
A/LH,12,2.5,Chrome Plated Stainless Steel Piston Rod,656,48,inch,A2,47
A/LH,12,2.5,Thread Extension,,33,inch,A2,47
A/LH,12,3,Rod Extension,,34,inch,A2,48
A/LH,12,3,Stop Tube,1238,200,inch,A2,48
A/LH,12,3,Chrome Plated Stainless Steel Piston Rod,1001,64,inch,A2,48
A/LH,12,3,Thread Extension,,62,inch,A2,48
A/LH,12,3.5,Rod Extension,,41,inch,A2,49
A/LH,12,3.5,Stop Tube,1238,200,inch,A2,49
A/LH,12,3.5,Chrome Plated Stainless Steel Piston Rod,1264,86,inch,A2,49
A/LH,12,3.5,Thread Extension,,69,inch,A2,49
A/LH,12,4,Rod Extension,,51,inch,A2,50
A/LH,12,4,Stop Tube,1238,200,inch,A2,50
A/LH,12,4,Chrome Plated Stainless Steel Piston Rod,1508,119,inch,A2,50
A/LH,12,4,Thread Extension,,89,inch,A2,50
A/LH,14,2.5,Rod Extension,,20,inch,A2,51
A/LH,14,2.5,Stop Tube,1596,227,inch,A2,51
A/LH,14,2.5,Chrome Plated Stainless Steel Piston Rod,656,48,inch,A2,51
A/LH,14,2.5,Thread Extension,,33,inch,A2,51
A/LH,14,3,Rod Extension,,34,inch,A2,52
A/LH,14,3,Stop Tube,1596,227,inch,A2,52
A/LH,14,3,Chrome Plated Stainless Steel Piston Rod,1001,64,inch,A2,52
A/LH,14,3,Thread Extension,,62,inch,A2,52
A/LH,14,3.5,Rod Extension,,41,inch,A2,53
A/LH,14,3.5,Stop Tube,1596,227,inch,A2,53
A/LH,14,3.5,Chrome Plated Stainless Steel Piston Rod,1264,86,inch,A2,53
A/LH,14,3.5,Thread Extension,,69,inch,A2,53
A/LH,14,4,Rod Extension,,51,inch,A2,54
A/LH,14,4,Stop Tube,1596,227,inch,A2,54
A/LH,14,4,Chrome Plated Stainless Steel Piston Rod,1508,119,inch,A2,54
A/LH,14,4,Thread Extension,,89,inch,A2,54
IH/IHM/IMH,25,12,Rod Extension,,0.6000000000000001,mm,IH2,8
IH/IHM/IMH,25,12,Stop Tube,60,1.9500000000000002,mm,IH2,8
IH/IHM/IMH,25,12,Stainless Steel Piston Rod,36,0.2,mm,IH2,8
IH/IHM/IMH,25,12,Chrome Bore,490,0.8,mm,IH2,8
IH/IHM/IMH,25,12,Thread Extension,,0.8500000000000001,mm,IH2,8
IH/IHM/IMH,,18,Rod Extension,,0.7000000000000001,mm,IH2,9
IH/IHM/IMH,,18,Stop Tube,60,2.25,mm,IH2,9
IH/IHM/IMH,,18,Stainless Steel Piston Rod,64,0.25,mm,IH2,9
IH/IHM/IMH,,18,Chrome Bore,490,0.8,mm,IH2,9
IH/IHM/IMH,,18,Thread Extension,,0.9,mm,IH2,9
IH/IHM/IMH,32,14,Rod Extension,,0.7000000000000001,mm,IH2,10
IH/IHM/IMH,32,14,Stop Tube,70,2.2,mm,IH2,10
IH/IHM/IMH,32,14,Stainless Steel Piston Rod,64,0.25,mm,IH2,10
IH/IHM/IMH,32,14,Chrome Bore,490,0.8,mm,IH2,10
IH/IHM/IMH,32,14,Thread Extension,,0.9,mm,IH2,10
IH/IHM/IMH,,18,Rod Extension,,0.8,mm,IH2,11
IH/IHM/IMH,,18,Stop Tube,70,2.85,mm,IH2,11
