series,bore,rod,option_name,base_price,per_unit_price,unit,source_sheet,source_row
IH/IHM/IMH,80,36,UltraOx,568,1.05,mm,IH4,22
IH/IHM/IMH,80,36,Buna N Seals,48,,mm,IH4,22
IH/IHM/IMH,80,36,High Load Seals,96,,mm,IH4,22
IH/IHM/IMH,80,36,Thicker Head,1198,,mm,IH4,22
IH/IHM/IMH,80,45,Flange Port,218,,mm,IH4,23
IH/IHM/IMH,80,45,Tie Rod Extension,,0.6,mm,IH4,23
IH/IHM/IMH,80,45,CIPR,104,,mm,IH4,23
IH/IHM/IMH,80,45,UltraOx,568,1.05,mm,IH4,23
IH/IHM/IMH,80,45,Buna N Seals,62,,mm,IH4,23
IH/IHM/IMH,80,45,High Load Seals,96,,mm,IH4,23
IH/IHM/IMH,80,45,Thicker Head,1198,,mm,IH4,23
IH/IHM/IMH,80,56,Flange Port,218,,mm,IH4,24
IH/IHM/IMH,80,56,Tie Rod Extension,,0.6,mm,IH4,24
IH/IHM/IMH,80,56,CIPR,104,,mm,IH4,24
IH/IHM/IMH,80,56,UltraOx,1148,1.05,mm,IH4,24
IH/IHM/IMH,80,56,Buna N Seals,74,,mm,IH4,24
IH/IHM/IMH,80,56,High Load Seals,96,,mm,IH4,24
IH/IHM/IMH,80,56,Thicker Head,1198,,mm,IH4,24
IH/IHM/IMH,100,45,Flange Port,236,,mm,IH4,25
IH/IHM/IMH,100,45,Tie Rod Extension,,0.85,mm,IH4,25
IH/IHM/IMH,100,45,CIPR,117,,mm,IH4,25
IH/IHM/IMH,100,45,UltraOx,1148,1.2,mm,IH4,25
IH/IHM/IMH,100,45,Buna N Seals,48,,mm,IH4,25
IH/IHM/IMH,100,45,High Load Seals,114,,mm,IH4,25
IH/IHM/IMH,100,45,Thicker Head,1238,,mm,IH4,25
IH/IHM/IMH,100,56,Flange Port,236,,mm,IH4,26
IH/IHM/IMH,100,56,Tie Rod Extension,,0.85,mm,IH4,26
IH/IHM/IMH,100,56,CIPR,117,,mm,IH4,26
IH/IHM/IMH,100,56,UltraOx,1148,1.2,mm,IH4,26
IH/IHM/IMH,100,56,Buna N Seals,62,,mm,IH4,26
IH/IHM/IMH,100,56,High Load Seals,114,,mm,IH4,26
IH/IHM/IMH,100,56,Thicker Head,1238,,mm,IH4,26
IH/IHM/IMH,100,70,Flange Port,236,,mm,IH4,27
IH/IHM/IMH,100,70,Tie Rod Extension,,0.85,mm,IH4,27
IH/IHM/IMH,100,70,CIPR,117,,mm,IH4,27
IH/IHM/IMH,100,70,UltraOx,1148,1.2,mm,IH4,27
IH/IHM/IMH,100,70,Buna N Seals,74,,mm,IH4,27
IH/IHM/IMH,100,70,High Load Seals,114,,mm,IH4,27
IH/IHM/IMH,100,70,Thicker Head,1238,,mm,IH4,27
IH/IHM/IMH,125,56,Flange Port,236,,mm,IH4,28
IH/IHM/IMH,125,56,Tie Rod Extension,,0.85,mm,IH4,28
IH/IHM/IMH,125,56,CIPR,117,,mm,IH4,28
IH/IHM/IMH,125,56,UltraOx,1404,1.2,mm,IH4,28
IH/IHM/IMH,125,56,Buna N Seals,80,,mm,IH4,28
IH/IHM/IMH,125,56,High Load Seals,114,,mm,IH4,28
IH/IHM/IMH,125,56,Thicker Head,1238,,mm,IH4,28
IH/IHM/IMH,125,70,Flange Port,270,,mm,IH4,29
IH/IHM/IMH,125,70,Tie Rod Extension,,0.9,mm,IH4,29
IH/IHM/IMH,125,70,CIPR,134,,mm,IH4,29
IH/IHM/IMH,125,70,UltraOx,1404,1.5,mm,IH4,29
IH/IHM/IMH,125,70,Buna N Seals,62,,mm,IH4,29
IH/IHM/IMH,125,70,High Load Seals,231,,mm,IH4,29
IH/IHM/IMH,125,70,Thicker Head,1416,,mm,IH4,29
IH/IHM/IMH,125,90,Flange Port,270,,mm,IH4,30
IH/IHM/IMH,125,90,Tie Rod Extension,,0.9,mm,IH4,30
IH/IHM/IMH,125,90,CIPR,134,,mm,IH4,30
IH/IHM/IMH,125,90,UltraOx,1404,1.5,mm,IH4,30
IH/IHM/IMH,125,90,Buna N Seals,74,,mm,IH4,30
IH/IHM/IMH,125,90,High Load Seals,231,,mm,IH4,30
IH/IHM/IMH,125,90,Thicker Head,1416,,mm,IH4,30
IH/IHM/IMH,160,70,Flange Port,270,,mm,IH4,31
IH/IHM/IMH,160,70,Tie Rod Extension,,0.9,mm,IH4,31
IH/IHM/IMH,160,70,CIPR,134,,mm,IH4,31
IH/IHM/IMH,160,70,UltraOx,1404,1.5,mm,IH4,31
IH/IHM/IMH,160,70,Buna N Seals,80,,mm,IH4,31
IH/IHM/IMH,160,70,High Load Seals,231,,mm,IH4,31
IH/IHM/IMH,160,70,Thicker Head,1416,,mm,IH4,31
IH/IHM/IMH,160,90,Flange Port,270,,mm,IH4,32
IH/IHM/IMH,160,90,Tie Rod Extension,,0.9,mm,IH4,32
IH/IHM/IMH,160,90,CIPR,134,,mm,IH4,32
IH/IHM/IMH,160,90,UltraOx,1404,1.5,mm,IH4,32
IH/IHM/IMH,160,90,Buna N Seals,86,,mm,IH4,32
IH/IHM/IMH,160,90,High Load Seals,231,,mm,IH4,32
IH/IHM/IMH,160,90,Thicker Head,1416,,mm,IH4,32
IH/IHM/IMH,160,110,Flange Port,270,,mm,IH4,33
IH/IHM/IMH,160,110,Tie Rod Extension,,0.9,mm,IH4,33
IH/IHM/IMH,160,110,CIPR,134,,mm,IH4,33
IH/IHM/IMH,160,110,UltraOx,2112,1.5,mm,IH4,33
IH/IHM/IMH,160,110,Buna N Seals,125,,mm,IH4,33
IH/IHM/IMH,160,110,High Load Seals,231,,mm,IH4,33
IH/IHM/IMH,160,110,Thicker Head,1416,,mm,IH4,33
IH/IHM/IMH,200,90,Flange Port,281,,mm,IH4,34
IH/IHM/IMH,200,90,Tie Rod Extension,,1.05,mm,IH4,34
IH/IHM/IMH,200,90,CIPR,167,,mm,IH4,34
IH/IHM/IMH,200,90,UltraOx,2112,2.25,mm,IH4,34
IH/IHM/IMH,200,90,Buna N Seals,74,,mm,IH4,34
IH/IHM/IMH,200,90,High Load Seals,263,,mm,IH4,34
IH/IHM/IMH,200,90,Thicker Head,1562,,mm,IH4,34
IH/IHM/IMH,200,110,Flange Port,281,,mm,IH4,35
IH/IHM/IMH,200,110,Tie Rod Extension,,1.05,mm,IH4,35
IH/IHM/IMH,200,110,CIPR,167,,mm,IH4,35
IH/IHM/IMH,200,110,UltraOx,2112,2.25,mm,IH4,35
IH/IHM/IMH,200,110,Buna N Seals,80,,mm,IH4,35
IH/IHM/IMH,200,110,High Load Seals,263,,mm,IH4,35
IH/IHM/IMH,200,110,Thicker Head,1562,,mm,IH4,35
IH/IHM/IMH,200,140,Flange Port,281,,mm,IH4,36
IH/IHM/IMH,200,140,Tie Rod Extension,,1.05,mm,IH4,36
IH/IHM/IMH,200,140,CIPR,167,,mm,IH4,36
IH/IHM/IMH,200,140,UltraOx,2112,2.25,mm,IH4,36
IH/IHM/IMH,200,140,Buna N Seals,86,,mm,IH4,36
IH/IHM/IMH,200,140,High Load Seals,263,,mm,IH4,36
IH/IHM/IMH,200,140,Thicker Head,1562,,mm,IH4,36
