pricing_type,series,bore,rod,mount_group,base_price,cushion_base,per_unit_price,cushion_per_end,rod_thread_std,rod_thread_oversize,unit,source_sheet,source_row
base_cylinder,H/HM/W,1.5,0.625,MX0/MX1/MX2/MX3,642,,10,147,7/16-20,1/2-20,inch,H,7
base_cylinder,H/HM/W,1.5,0.625,MF1/MF2/MS4,714,,10,147,7/16-20,1/2-20,inch,H,7
base_cylinder,H/HM/W,1.5,0.625,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,775,,10,147,7/16-20,1/2-20,inch,H,7
base_cylinder,H/HM/W,1.5,0.625,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,965,,10,147,7/16-20,1/2-20,inch,H,7
piston_rod_assembly,H/HM/W,1.5,0.625,,161,308,9,,,,inch,H,7
base_cylinder,H/HM/W,1.5,1,MX0/MX1/MX2/MX3,765,,12,147,3/4-16,7/8-14,inch,H,8
base_cylinder,H/HM/W,1.5,1,MF1/MF2/MS4,837,,12,147,3/4-16,7/8-14,inch,H,8
base_cylinder,H/HM/W,1.5,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,887,,12,147,3/4-16,7/8-14,inch,H,8
base_cylinder,H/HM/W,1.5,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1110,,12,147,3/4-16,7/8-14,inch,H,8
piston_rod_assembly,H/HM/W,1.5,1,,192,339,11,,,,inch,H,8
base_cylinder,H/HM/W,2,1,MX0/MX1/MX2/MX3,765,,13,161,3/4-16,7/8-14,inch,H,9
base_cylinder,H/HM/W,2,1,MF1/MF2/MS4,837,,13,161,3/4-16,7/8-14,inch,H,9
base_cylinder,H/HM/W,2,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,910,,13,161,3/4-16,7/8-14,inch,H,9
base_cylinder,H/HM/W,2,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1146,,13,161,3/4-16,7/8-14,inch,H,9
piston_rod_assembly,H/HM/W,2,1,,192,353,12,,,,inch,H,9
base_cylinder,H/HM/W,2,1.375,MX0/MX1/MX2/MX3,895,,14,161,1-14,1 1/4-12,inch,H,10
base_cylinder,H/HM/W,2,1.375,MF1/MF2/MS4,966,,14,161,1-14,1 1/4-12,inch,H,10
base_cylinder,H/HM/W,2,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1037,,14,161,1-14,1 1/4-12,inch,H,10
base_cylinder,H/HM/W,2,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1263,,14,161,1-14,1 1/4-12,inch,H,10
piston_rod_assembly,H/HM/W,2,1.375,,224,385,13,,,,inch,H,10
base_cylinder,H/HM/W,2.5,1,MX0/MX1/MX2/MX3,815,,14,182,3/4-16,7/8-14,inch,H,11
base_cylinder,H/HM/W,2.5,1,MF1/MF2/MS4,894,,14,182,3/4-16,7/8-14,inch,H,11
base_cylinder,H/HM/W,2.5,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,962,,14,182,3/4-16,7/8-14,inch,H,11
base_cylinder,H/HM/W,2.5,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1225,,14,182,3/4-16,7/8-14,inch,H,11
piston_rod_assembly,H/HM/W,2.5,1,,204,386,13,,,,inch,H,11
base_cylinder,H/HM/W,2.5,1.375,MX0/MX1/MX2/MX3,986,,15,182,1-14,1 1/4-12,inch,H,12
base_cylinder,H/HM/W,2.5,1.375,MF1/MF2/MS4,1067,,15,182,1-14,1 1/4-12,inch,H,12
base_cylinder,H/HM/W,2.5,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1142,,15,182,1-14,1 1/4-12,inch,H,12
base_cylinder,H/HM/W,2.5,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1451,,15,182,1-14,1 1/4-12,inch,H,12
piston_rod_assembly,H/HM/W,2.5,1.375,,247,429,14,,,,inch,H,12
base_cylinder,H/HM/W,2.5,1.75,MX0/MX1/MX2/MX3,1115,,18,182,1 1/4-12,1 1/2-12,inch,H,13
base_cylinder,H/HM/W,2.5,1.75,MF1/MF2/MS4,1190,,18,182,1 1/4-12,1 1/2-12,inch,H,13
base_cylinder,H/HM/W,2.5,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1269,,18,182,1 1/4-12,1 1/2-12,inch,H,13
base_cylinder,H/HM/W,2.5,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1594,,18,182,1 1/4-12,1 1/2-12,inch,H,13
piston_rod_assembly,H/HM/W,2.5,1.75,,279,461,17,,,,inch,H,13
base_cylinder,H/HM/W,3.25,1.375,MX0/MX1/MX2/MX3,1010,,18,210,1-14,1 1/4-12,inch,H,14
base_cylinder,H/HM/W,3.25,1.375,MF1/MF2/MS4,1104,,18,210,1-14,1 1/4-12,inch,H,14
base_cylinder,H/HM/W,3.25,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1217,,18,210,1-14,1 1/4-12,inch,H,14
base_cylinder,H/HM/W,3.25,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1528,,18,210,1-14,1 1/4-12,inch,H,14
piston_rod_assembly,H/HM/W,3.25,1.375,,253,463,17,,,,inch,H,14
base_cylinder,H/HM/W,3.25,1.75,MX0/MX1/MX2/MX3,1226,,20,210,1 1/4-12,1 1/2-12,inch,H,15
base_cylinder,H/HM/W,3.25,1.75,MF1/MF2/MS4,1330,,20,210,1 1/4-12,1 1/2-12,inch,H,15
base_cylinder,H/HM/W,3.25,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1435,,20,210,1 1/4-12,1 1/2-12,inch,H,15
base_cylinder,H/HM/W,3.25,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1766,,20,210,1 1/4-12,1 1/2-12,inch,H,15
piston_rod_assembly,H/HM/W,3.25,1.75,,307,517,19,,,,inch,H,15
base_cylinder,H/HM/W,3.25,2,MX0/MX1/MX2/MX3,1310,,23,210,1 1/2-12,1 3/4-12,inch,H,16
base_cylinder,H/HM/W,3.25,2,MF1/MF2/MS4,1440,,23,210,1 1/2-12,1 3/4-12,inch,H,16
base_cylinder,H/HM/W,3.25,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1559,,23,210,1 1/2-12,1 3/4-12,inch,H,16
base_cylinder,H/HM/W,3.25,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1945,,23,210,1 1/2-12,1 3/4-12,inch,H,16
piston_rod_assembly,H/HM/W,3.25,2,,328,538,21,,,,inch,H,16
base_cylinder,H/HM/W,4,1.75,MX0/MX1/MX2/MX3,1260,,23,246,1 1/4-12,1 1/2-12,inch,H,17
base_cylinder,H/HM/W,4,1.75,MF1/MF2/MS4,1368,,23,246,1 1/4-12,1 1/2-12,inch,H,17
base_cylinder,H/HM/W,4,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1472,,23,246,1 1/4-12,1 1/2-12,inch,H,17
base_cylinder,H/HM/W,4,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1871,,23,246,1 1/4-12,1 1/2-12,inch,H,17
piston_rod_assembly,H/HM/W,4,1.75,,315,561,21,,,,inch,H,17
base_cylinder,H/HM/W,4,2,MX0/MX1/MX2/MX3,1512,,26,246,1 1/2-12,1 3/4-12,inch,H,18
base_cylinder,H/HM/W,4,2,MF1/MF2/MS4,1727,,26,246,1 1/2-12,1 3/4-12,inch,H,18
base_cylinder,H/HM/W,4,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1727,,26,246,1 1/2-12,1 3/4-12,inch,H,18
base_cylinder,H/HM/W,4,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2162,,26,246,1 1/2-12,1 3/4-12,inch,H,18
piston_rod_assembly,H/HM/W,4,2,,378,624,24,,,,inch,H,18
base_cylinder,H/HM/W,4,2.5,MX0/MX1/MX2/MX3,1673,,28,246,1 7/8-12,2 1/4-12,inch,H,19
base_cylinder,H/HM/W,4,2.5,MF1/MF2/MS4,1794,,28,246,1 7/8-12,2 1/4-12,inch,H,19
base_cylinder,H/HM/W,4,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1899,,28,246,1 7/8-12,2 1/4-12,inch,H,19
base_cylinder,H/HM/W,4,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2335,,28,246,1 7/8-12,2 1/4-12,inch,H,19
piston_rod_assembly,H/HM/W,4,2.5,,419,665,26,,,,inch,H,19
base_cylinder,H/HM/W,5,2,MX0/MX1/MX2/MX3,1722,,31,272,1 1/2-12,1 3/4-12,inch,H,20
base_cylinder,H/HM/W,5,2,MF1/MF2/MS4,1846,,31,272,1 1/2-12,1 3/4-12,inch,H,20
base_cylinder,H/HM/W,5,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1990,,31,272,1 1/2-12,1 3/4-12,inch,H,20
base_cylinder,H/HM/W,5,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2729,,31,272,1 1/2-12,1 3/4-12,inch,H,20
piston_rod_assembly,H/HM/W,5,2,,431,703,29,,,,inch,H,20
base_cylinder,H/HM/W,5,2.5,MX0/MX1/MX2/MX3,1983,,35,272,1 7/8-12,2 1/4-12,inch,H,21
base_cylinder,H/HM/W,5,2.5,MF1/MF2/MS4,2117,,35,272,1 7/8-12,2 1/4-12,inch,H,21
base_cylinder,H/HM/W,5,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2250,,35,272,1 7/8-12,2 1/4-12,inch,H,21
base_cylinder,H/HM/W,5,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2937,,35,272,1 7/8-12,2 1/4-12,inch,H,21
piston_rod_assembly,H/HM/W,5,2.5,,496,768,33,,,,inch,H,21
base_cylinder,H/HM/W,5,3,MX0/MX1/MX2/MX3,2214,,39,272,2 1/4-12,2 3/4-12,inch,H,22
base_cylinder,H/HM/W,5,3,MF1/MF2/MS4,2412,,39,272,2 1/4-12,2 3/4-12,inch,H,22
base_cylinder,H/HM/W,5,3,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2494,,39,272,2 1/4-12,2 3/4-12,inch,H,22
base_cylinder,H/HM/W,5,3,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3240,,39,272,2 1/4-12,2 3/4-12,inch,H,22
piston_rod_assembly,H/HM/W,5,3,,554,826,37,,,,inch,H,22
base_cylinder,H/HM/W,5,3.5,MX0/MX1/MX2/MX3,2460,,45,272,2 1/2-12,3 1/4-12,inch,H,23
base_cylinder,H/HM/W,5,3.5,MF1/MF2/MS4,2628,,45,272,2 1/2-12,3 1/4-12,inch,H,23
base_cylinder,H/HM/W,5,3.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2744,,45,272,2 1/2-12,3 1/4-12,inch,H,23
base_cylinder,H/HM/W,5,3.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3464,,45,272,2 1/2-12,3 1/4-12,inch,H,23
piston_rod_assembly,H/HM/W,5,3.5,,615,887,42,,,,inch,H,23
base_cylinder,H/HM/W,6,2.5,MX0/MX1/MX2/MX3,2687,,39,340,1 7/8-12,2 1/4-12,inch,H,24
base_cylinder,H/HM/W,6,2.5,MF1/MF2/MS4,2796,,39,340,1 7/8-12,2 1/4-12,inch,H,24
base_cylinder,H/HM/W,6,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,3057,,39,340,1 7/8-12,2 1/4-12,inch,H,24
base_cylinder,H/HM/W,6,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3818,,39,340,1 7/8-12,2 1/4-12,inch,H,24
piston_rod_assembly,H/HM/W,6,2.5,,672,1012,37,,,,inch,H,24
base_cylinder,H/HM/W,6,3,MX0/MX1/MX2/MX3,3116,,45,340,2 1/4-12,2 3/4-12,inch,H,25
base_cylinder,H/HM/W,6,3,MF1/MF2/MS4,3313,,45,340,2 1/4-12,2 3/4-12,inch,H,25
base_cylinder,H/HM/W,6,3,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,3497,,45,340,2 1/4-12,2 3/4-12,inch,H,25
base_cylinder,H/HM/W,6,3,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4304,,45,340,2 1/4-12,2 3/4-12,inch,H,25
piston_rod_assembly,H/HM/W,6,3,,779,1119,42,,,,inch,H,25
base_cylinder,H/HM/W,6,3.5,MX0/MX1/MX2/MX3,3473,,51,340,2 1/2-12,3 1/4-12,inch,H,26
base_cylinder,H/HM/W,6,3.5,MF1/MF2/MS4,3537,,51,340,2 1/2-12,3 1/4-12,inch,H,26
base_cylinder,H/HM/W,6,3.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,3763,,51,340,2 1/2-12,3 1/4-12,inch,H,26
base_cylinder,H/HM/W,6,3.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4743,,51,340,2 1/2-12,3 1/4-12,inch,H,26
piston_rod_assembly,H/HM/W,6,3.5,,869,1209,48,,,,inch,H,26
base_cylinder,H/HM/W,6,4,MX0/MX1/MX2/MX3,3688,,57,340,3-12,3 3/4-12,inch,H,27
base_cylinder,H/HM/W,6,4,MF1/MF2/MS4,3791,,57,340,3-12,3 3/4-12,inch,H,27
base_cylinder,H/HM/W,6,4,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,4085,,57,340,3-12,3 3/4-12,inch,H,27
base_cylinder,H/HM/W,6,4,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4829,,57,340,3-12,3 3/4-12,inch,H,27
piston_rod_assembly,H/HM/W,6,4,,922,1262,54,,,,inch,H,27
base_cylinder,H/HM/W,7,3,MX0/MX1/MX2/MX3,3589,,52,382,2 1/4-12,2 3/4-12,inch,H,28
base_cylinder,H/HM/W,7,3,MF1/MF2/MS4,3948,,52,382,2 1/4-12,2 3/4-12,inch,H,28
base_cylinder,H/HM/W,7,3,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,3955,,52,382,2 1/4-12,2 3/4-12,inch,H,28
base_cylinder,H/HM/W,7,3,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4437,,52,382,2 1/4-12,2 3/4-12,inch,H,28
piston_rod_assembly,H/HM/W,7,3,,898,1280,49,,,,inch,H,28
base_cylinder,H/HM/W,7,3.5,MX0/MX1/MX2/MX3,4030,,55,382,2 1/2-12,3 1/4-12,inch,H,29
base_cylinder,H/HM/W,7,3.5,MF1/MF2/MS4,4415,,55,382,2 1/2-12,3 1/4-12,inch,H,29
base_cylinder,H/HM/W,7,3.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,4415,,55,382,2 1/2-12,3 1/4-12,inch,H,29
base_cylinder,H/HM/W,7,3.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,5641,,55,382,2 1/2-12,3 1/4-12,inch,H,29
piston_rod_assembly,H/HM/W,7,3.5,,1008,1390,52,,,,inch,H,29
base_cylinder,H/HM/W,7,4,MX0/MX1/MX2/MX3,4358,,62,382,3-12,3 3/4-12,inch,H,30
base_cylinder,H/HM/W,7,4,MF1/MF2/MS4,4741,,62,382,3-12,3 3/4-12,inch,H,30
base_cylinder,H/HM/W,7,4,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,4881,,62,382,3-12,3 3/4-12,inch,H,30
base_cylinder,H/HM/W,7,4,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,5861,,62,382,3-12,3 3/4-12,inch,H,30
piston_rod_assembly,H/HM/W,7,4,,1090,1472,58,,,,inch,H,30
base_cylinder,H/HM/W,7,4.5,MX0/MX1/MX2/MX3,4440,,70,382,3 1/4-12,4 1/4-12,inch,H,31
base_cylinder,H/HM/W,7,4.5,MF1/MF2/MS4,4821,,70,382,3 1/4-12,4 1/4-12,inch,H,31
base_cylinder,H/HM/W,7,4.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,5103,,70,382,3 1/4-12,4 1/4-12,inch,H,31
base_cylinder,H/HM/W,7,4.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,5946,,70,382,3 1/4-12,4 1/4-12,inch,H,31
piston_rod_assembly,H/HM/W,7,4.5,,1110,1492,66,,,,inch,H,31
base_cylinder,H/HM/W,7,5,MX0/MX1/MX2/MX3,4505,,75,382,3 1/2-12,4 3/4-12,inch,H,32
base_cylinder,H/HM/W,7,5,MF1/MF2/MS4,4913,,75,382,3 1/2-12,4 3/4-12,inch,H,32
base_cylinder,H/HM/W,7,5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,5260,,75,382,3 1/2-12,4 3/4-12,inch,H,32
base_cylinder,H/HM/W,7,5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,6195,,75,382,3 1/2-12,4 3/4-12,inch,H,32
piston_rod_assembly,H/HM/W,7,5,,1127,1509,71,,,,inch,H,32
base_cylinder,H/HM/W,8,3.5,MX0/MX1/MX2/MX3,4655,,69,414,2 1/2-12,3 1/4-12,inch,H,33
base_cylinder,H/HM/W,8,3.5,MF1/MF2/MS4,5088,,69,414,2 1/2-12,3 1/4-12,inch,H,33
base_cylinder,H/HM/W,8,3.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,5088,,69,414,2 1/2-12,3 1/4-12,inch,H,33
base_cylinder,H/HM/W,8,3.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,6012,,69,414,2 1/2-12,3 1/4-12,inch,H,33
piston_rod_assembly,H/HM/W,8,3.5,,1164,1578,65,,,,inch,H,33
base_cylinder,H/HM/W,8,4,MX0/MX1/MX2/MX3,5195,,74,414,3-12,3 3/4-12,inch,H,34
base_cylinder,H/HM/W,8,4,MF1/MF2/MS4,5627,,74,414,3-12,3 3/4-12,inch,H,34
base_cylinder,H/HM/W,8,4,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,5627,,74,414,3-12,3 3/4-12,inch,H,34
base_cylinder,H/HM/W,8,4,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,6757,,74,414,3-12,3 3/4-12,inch,H,34
piston_rod_assembly,H/HM/W,8,4,,1299,1713,70,,,,inch,H,34
base_cylinder,H/HM/W,8,4.5,MX0/MX1/MX2/MX3,5538,,80,414,3 1/4-12,4 1/4-12,inch,H,35
base_cylinder,H/HM/W,8,4.5,MF1/MF2/MS4,5978,,80,414,3 1/4-12,4 1/4-12,inch,H,35
base_cylinder,H/HM/W,8,4.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,5978,,80,414,3 1/4-12,4 1/4-12,inch,H,35
base_cylinder,H/HM/W,8,4.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,7578,,80,414,3 1/4-12,4 1/4-12,inch,H,35
piston_rod_assembly,H/HM/W,8,4.5,,1385,1799,76,,,,inch,H,35
base_cylinder,H/HM/W,8,5,MX0/MX1/MX2/MX3,5896,,92,414,3 1/2-12,4 3/4-12,inch,H,36
base_cylinder,H/HM/W,8,5,MF1/MF2/MS4,6618,,92,414,3 1/2-12,4 3/4-12,inch,H,36
base_cylinder,H/HM/W,8,5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,6812,,92,414,3 1/2-12,4 3/4-12,inch,H,36
base_cylinder,H/HM/W,8,5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,7783,,92,414,3 1/2-12,4 3/4-12,inch,H,36
piston_rod_assembly,H/HM/W,8,5,,1474,1888,87,,,,inch,H,36
base_cylinder,H/HM/W,8,5.5,MX0/MX1/MX2/MX3,6422,,100,414,4-12,5 1/4-12,inch,H,37
base_cylinder,H/HM/W,8,5.5,MF1/MF2/MS4,6880,,100,414,4-12,5 1/4-12,inch,H,37
base_cylinder,H/HM/W,8,5.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,6880,,100,414,4-12,5 1/4-12,inch,H,37
base_cylinder,H/HM/W,8,5.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,8390,,100,414,4-12,5 1/4-12,inch,H,37
piston_rod_assembly,H/HM/W,8,5.5,,1606,2020,95,,,,inch,H,37
base_cylinder,H/HM/W,10,4.5,MX0/MX1/MX2/MX3,7582,,141,471,3 1/4-12,4 1/4-12,inch,H,38
base_cylinder,H/HM/W,10,4.5,MF1/MF2/MS4,8151,,141,471,3 1/4-12,4 1/4-12,inch,H,38
base_cylinder,H/HM/W,10,4.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,8746,,141,471,3 1/4-12,4 1/4-12,inch,H,38
base_cylinder,H/HM/W,10,4.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,10164,,141,471,3 1/4-12,4 1/4-12,inch,H,38
piston_rod_assembly,H/HM/W,10,4.5,,1896,2367,133,,,,inch,H,38
base_cylinder,H/HM/W,10,5,MX0/MX1/MX2/MX3,8565,,149,471,3 1/2-12,4 3/4-12,inch,H,39
base_cylinder,H/HM/W,10,5,MF1/MF2/MS4,9530,,149,471,3 1/2-12,4 3/4-12,inch,H,39
base_cylinder,H/HM/W,10,5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,9692,,149,471,3 1/2-12,4 3/4-12,inch,H,39
base_cylinder,H/HM/W,10,5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,11002,,149,471,3 1/2-12,4 3/4-12,inch,H,39
piston_rod_assembly,H/HM/W,10,5,,2142,2613,141,,,,inch,H,39
base_cylinder,H/HM/W,10,5.5,MX0/MX1/MX2/MX3,8955,,155,471,4-12,5 1/4-12,inch,H,40
base_cylinder,H/HM/W,10,5.5,MF1/MF2/MS4,10110,,155,471,4-12,5 1/4-12,inch,H,40
base_cylinder,H/HM/W,10,5.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,10516,,155,471,4-12,5 1/4-12,inch,H,40
base_cylinder,H/HM/W,10,5.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,11658,,155,471,4-12,5 1/4-12,inch,H,40
piston_rod_assembly,H/HM/W,10,5.5,,2239,2710,147,,,,inch,H,40
base_cylinder,H/HM/W,10,7,MX0/MX1/MX2/MX3,10654,,178,471,5 1/2-12,6 1/2-12,inch,H,41
base_cylinder,H/HM/W,10,7,MF1/MF2/MS4,11180,,178,471,5 1/2-12,6 1/2-12,inch,H,41
base_cylinder,H/HM/W,10,7,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,11818,,178,471,5 1/2-12,6 1/2-12,inch,H,41
base_cylinder,H/HM/W,10,7,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,13408,,178,471,5 1/2-12,6 1/2-12,inch,H,41
piston_rod_assembly,H/HM/W,10,7,,2664,3135,169,,,,inch,H,41
base_cylinder,H/HM/W,12,5.5,MX0/MX1/MX2/MX3,11699,,195,655,4-12,5 1/4-12,inch,H,42
base_cylinder,H/HM/W,12,5.5,MF1/MF2/MS4,13164,,195,655,4-12,5 1/4-12,inch,H,42
base_cylinder,H/HM/W,12,5.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,13125,,195,655,4-12,5 1/4-12,inch,H,42
base_cylinder,H/HM/W,12,5.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,15158,,195,655,4-12,5 1/4-12,inch,H,42
piston_rod_assembly,H/HM/W,12,5.5,,2925,3580,185,,,,inch,H,42
base_cylinder,H/HM/W,12,7,MX0/MX1/MX2/MX3,15052,,210,655,5-12,6 1/2-12,inch,H,43
base_cylinder,H/HM/W,12,7,MF1/MF2/MS4,16470,,210,655,5-12,6 1/2-12,inch,H,43
base_cylinder,H/HM/W,12,7,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,17172,,210,655,5-12,6 1/2-12,inch,H,43
base_cylinder,H/HM/W,12,7,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,18708,,210,655,5-12,6 1/2-12,inch,H,43
piston_rod_assembly,H/HM/W,12,7,,3763,4418,199,,,,inch,H,43
base_cylinder,H/HM/W,12,8,MX0/MX1/MX2/MX3,16488,,234,655,5 3/4-12,7 1/2-12,inch,H,44
base_cylinder,H/HM/W,12,8,MF1/MF2/MS4,17441,,234,655,5 3/4-12,7 1/2-12,inch,H,44
base_cylinder,H/HM/W,12,8,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,18668,,234,655,5 3/4-12,7 1/2-12,inch,H,44
base_cylinder,H/HM/W,12,8,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,20264,,234,655,5 3/4-12,7 1/2-12,inch,H,44
piston_rod_assembly,H/HM/W,12,8,,4122,4777,222,,,,inch,H,44
base_cylinder,H/HM/W,14,8,MX0/MX1/MX2/MX3,26390,,273,925,5 3/4-12,7 1/2-12,inch,H,45
base_cylinder,H/HM/W,14,8,MF1/MF2/MS4,27544,,273,925,5 3/4-12,7 1/2-12,inch,H,45
base_cylinder,H/HM/W,14,8,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,29118,,273,925,5 3/4-12,7 1/2-12,inch,H,45
base_cylinder,H/HM/W,14,8,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,32224,,273,925,5 3/4-12,7 1/2-12,inch,H,45
piston_rod_assembly,H/HM/W,14,8,,6598,7523,259,,,,inch,H,45
base_cylinder,H/HM/W,14,10,MX0/MX1/MX2/MX3,26390,,340,925,7 1/4-12,9 1/2-12,inch,H,46
base_cylinder,H/HM/W,14,10,MF1/MF2/MS4,27811,,340,925,7 1/4-12,9 1/2-12,inch,H,46
base_cylinder,H/HM/W,14,10,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,30243,,340,925,7 1/4-12,9 1/2-12,inch,H,46
base_cylinder,H/HM/W,14,10,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,32288,,340,925,7 1/4-12,9 1/2-12,inch,H,46
piston_rod_assembly,H/HM/W,14,10,,6598,7523,323,,,,inch,H,46
base_cylinder,H/HM/W,16,8,MX0/MX1/MX2/MX3,30276,,262,1200,5 3/4-12,7 1/2-12,inch,H,47
base_cylinder,H/HM/W,16,8,MF1/MF2/MS4,30276,,262,1200,5 3/4-12,7 1/2-12,inch,H,47
base_cylinder,H/HM/W,16,8,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,35952,,262,1200,5 3/4-12,7 1/2-12,inch,H,47
base_cylinder,H/HM/W,16,8,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,49099,,262,1200,5 3/4-12,7 1/2-12,inch,H,47
piston_rod_assembly,H/HM/W,16,8,,7569,8769,248,,,,inch,H,47
base_cylinder,H/HM/W,16,10,MX0/MX1/MX2/MX3,35952,,359,1200,7 1/4-12,9 1/2-12,inch,H,48
base_cylinder,H/HM/W,16,10,MF1/MF2/MS4,35952,,359,1200,7 1/4-12,9 1/2-12,inch,H,48
base_cylinder,H/HM/W,16,10,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,43454,,359,1200,7 1/4-12,9 1/2-12,inch,H,48
base_cylinder,H/HM/W,16,10,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,58893,,359,1200,7 1/4-12,9 1/2-12,inch,H,48
piston_rod_assembly,H/HM/W,16,10,,8988,10188,341,,,,inch,H,48
base_cylinder,H/HM/W,18,8,MX0/MX1/MX2/MX3,45295,,348,1400,5 3/4-12,7 1/2-12,inch,H,49
