pricing_type,series,bore,rod,mount_group,base_price,cushion_base,per_unit_price,cushion_per_end,rod_thread_std,rod_thread_oversize,unit,source_sheet,source_row
base_cylinder,MH,2.5,1.75,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4008,,27,296,1 1/4-12,1 1/2-12,inch,MH,13
base_cylinder,MH,3.25,1.375,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,2989,,27,296,1-14,1 1/4-12,inch,MH,14
base_cylinder,MH,3.25,1.375,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,3579,,27,296,1-14,1 1/4-12,inch,MH,14
base_cylinder,MH,3.25,1.75,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3579,,29,296,1 1/4-12,1 1/2-12,inch,MH,15
base_cylinder,MH,3.25,1.75,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4249,,29,296,1 1/4-12,1 1/2-12,inch,MH,15
base_cylinder,MH,3.25,2,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3891,,29,296,1 1/2-12,1 3/4-12,inch,MH,16
base_cylinder,MH,3.25,2,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4571,,29,296,1 1/2-12,1 3/4-12,inch,MH,16
base_cylinder,MH,4,1.75,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3715,,35,296,1 1/4-12,1 1/2-12,inch,MH,17
base_cylinder,MH,4,1.75,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4584,,35,296,1 1/4-12,1 1/2-12,inch,MH,17
base_cylinder,MH,4,2,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4293,,35,296,1 1/2-12,1 3/4-12,inch,MH,18
base_cylinder,MH,4,2,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,5204,,35,296,1 1/2-12,1 3/4-12,inch,MH,18
base_cylinder,MH,4,2.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4630,,35,296,1 7/8-12,2 1/4-12,inch,MH,19
base_cylinder,MH,4,2.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,5570,,35,296,1 7/8-12,2 1/4-12,inch,MH,19
base_cylinder,MH,5,2,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4492,,42,296,1 1/2-12,1 3/4-12,inch,MH,20
base_cylinder,MH,5,2,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,5436,,42,296,1 1/2-12,1 3/4-12,inch,MH,20
base_cylinder,MH,5,2.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5116,,48,296,1 7/8-12,2 1/4-12,inch,MH,21
base_cylinder,MH,5,2.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6076,,48,296,1 7/8-12,2 1/4-12,inch,MH,21
base_cylinder,MH,5,3,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5561,,51,296,2 1/4-12,2 3/4-12,inch,MH,22
base_cylinder,MH,5,3,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6514,,51,296,2 1/4-12,2 3/4-12,inch,MH,22
base_cylinder,MH,5,3.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5836,,59,296,2 1/2-12,3 1/4-12,inch,MH,23
base_cylinder,MH,5,3.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6787,,59,296,2 1/2-12,3 1/4-12,inch,MH,23
base_cylinder,MH,6,2.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5614,,51,296,1 7/8-12,2 1/4-12,inch,MH,24
base_cylinder,MH,6,2.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6330,,51,296,1 7/8-12,2 1/4-12,inch,MH,24
base_cylinder,MH,6,3,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,6708,,57,296,2 1/4-12,2 3/4-12,inch,MH,25
base_cylinder,MH,6,3,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,7421,,57,296,2 1/4-12,2 3/4-12,inch,MH,25
base_cylinder,MH,6,3.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,7171,,61,296,2 1/2-12,3 1/4-12,inch,MH,26
base_cylinder,MH,6,3.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,7895,,61,296,2 1/2-12,3 1/4-12,inch,MH,26
base_cylinder,MH,6,4,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,7720,,67,296,3-12,3 3/4-12,inch,MH,27
base_cylinder,MH,6,4,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,8432,,67,296,3-12,3 3/4-12,inch,MH,27
base_cylinder,MH,7,3,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,7747,,59,336,2 1/4-12,2 3/4-12,inch,MH,28
base_cylinder,MH,7,3,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,8449,,59,336,2 1/4-12,2 3/4-12,inch,MH,28
base_cylinder,MH,7,3.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,8503,,67,336,2 1/2-12,3 1/4-12,inch,MH,29
base_cylinder,MH,7,3.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,9192,,67,336,2 1/2-12,3 1/4-12,inch,MH,29
base_cylinder,MH,7,4,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,9064,,69,336,3-12,3 3/4-12,inch,MH,30
base_cylinder,MH,7,4,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,9751,,69,336,3-12,3 3/4-12,inch,MH,30
base_cylinder,MH,7,4.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,9671,,82,336,3 1/4-12,4 1/4-12,inch,MH,31
base_cylinder,MH,7,4.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,10617,,82,336,3 1/4-12,4 1/4-12,inch,MH,31
base_cylinder,MH,7,5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,10416,,86,336,3 1/2-12,4 3/4-12,inch,MH,32
base_cylinder,MH,7,5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,11865,,86,336,3 1/2-12,4 3/4-12,inch,MH,32
base_cylinder,MH,8,3.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,8898,,81,372,2 1/2-12,3 1/4-12,inch,MH,33
base_cylinder,MH,8,3.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,9735,,81,372,2 1/2-12,3 1/4-12,inch,MH,33
base_cylinder,MH,8,4,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,10400,,90,372,3-12,3 3/4-12,inch,MH,34
base_cylinder,MH,8,4,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,11305,,90,372,3-12,3 3/4-12,inch,MH,34
base_cylinder,MH,8,4.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,10952,,101,372,3 1/4-12,4 1/4-12,inch,MH,35
base_cylinder,MH,8,4.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,11877,,101,372,3 1/4-12,4 1/4-12,inch,MH,35
base_cylinder,MH,8,5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,11633,,108,372,3 1/2-12,4 3/4-12,inch,MH,36
base_cylinder,MH,8,5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,12518,,108,372,3 1/2-12,4 3/4-12,inch,MH,36
base_cylinder,MH,8,5.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,12531,,114,372,4-12,5 1/4-12,inch,MH,37
base_cylinder,MH,8,5.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,13360,,114,372,4-12,5 1/4-12,inch,MH,37
base_cylinder,MH,10,4.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,16738,,196,473,3 1/4-12,4 1/4-12,inch,MH,38
base_cylinder,MH,10,4.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,18396,,196,473,3 1/4-12,4 1/4-12,inch,MH,38
base_cylinder,MH,10,5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,18342,,199,473,3 1/2-12,4 3/4-12,inch,MH,39
base_cylinder,MH,10,5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,19993,,199,473,3 1/2-12,4 3/4-12,inch,MH,39
base_cylinder,MH,10,5.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,18741,,212,473,4-12,5 1/4-12,inch,MH,40
base_cylinder,MH,10,5.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,20618,,212,473,4-12,5 1/4-12,inch,MH,40
base_cylinder,MH,10,7,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,26572,,284,473,5 1/2-12,6 1/2-12,inch,MH,41
base_cylinder,MH,10,7,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,28245,,284,473,5 1/2-12,6 1/2-12,inch,MH,41
base_cylinder,MH,12,5.5,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,25302,,294,642,4-12,5 1/4-12,inch,MH,42
base_cylinder,MH,12,5.5,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,27385,,294,642,4-12,5 1/4-12,inch,MH,42
base_cylinder,MH,12,7,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,31451,,326,642,5-12,6 1/2-12,inch,MH,43
base_cylinder,MH,12,7,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,33174,,326,642,5-12,6 1/2-12,inch,MH,43
base_cylinder,MH,12,8,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,36336,,376,642,5 3/4-12,7 1/2-12,inch,MH,44
base_cylinder,MH,12,8,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,38137,,376,642,5 3/4-12,7 1/2-12,inch,MH,44
base_cylinder,MH,14,8,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,52084,,408,826,5 3/4-12,7 1/2-12,inch,MH,45
base_cylinder,MH,14,8,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,54100,,408,826,5 3/4-12,7 1/2-12,inch,MH,45
base_cylinder,MH,14,10,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,56954,,492,826,7 1/4-12,9 1/2-12,inch,MH,46
base_cylinder,MH,14,10,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,59913,,492,826,7 1/4-12,9 1/2-12,inch,MH,46
base_cylinder,MH,16,8,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,85263,,464,1399,5 3/4-12,7 1/2-12,inch,MH,47
base_cylinder,MH,16,8,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,87003,,464,1399,5 3/4-12,7 1/2-12,inch,MH,47
base_cylinder,MH,16,10,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,99557,,623,1399,7 1/4-12,9 1/2-12,inch,MH,48
base_cylinder,MH,16,10,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,101589,,623,1399,7 1/4-12,9 1/2-12,inch,MH,48
base_cylinder,MH,18,8,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,127637,,609,1621,5 3/4-12,7 1/2-12,inch,MH,49
base_cylinder,MH,18,8,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,130243,,609,1621,5 3/4-12,7 1/2-12,inch,MH,49
base_cylinder,MH,18,10,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,136824,,654,1621,7 1/4-12,9 1/2-12,inch,MH,50
base_cylinder,MH,18,10,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,139616,,654,1621,7 1/4-12,9 1/2-12,inch,MH,50
base_cylinder,MH,20,10,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,156736,,815,1772,7 1/4-12,9 1/2-12,inch,MH,51
base_cylinder,MH,20,10,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,159931,,815,1772,7 1/4-12,9 1/2-12,inch,MH,51
base_cylinder,IMH,40,25,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,2901,,0.75,350,M20x1.5,,mm,IMH,7
base_cylinder,IMH,40,25,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,3293,,0.75,350,M20x1.5,,mm,IMH,7
base_cylinder,IMH,40,28,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3364,,1.05,350,M20x1.5,,mm,IMH,8
base_cylinder,IMH,40,28,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,3802,,1.05,350,M20x1.5,,mm,IMH,8
base_cylinder,IMH,50,32,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,2558,,0.8,350,M27x2,,mm,IMH,9
base_cylinder,IMH,50,32,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,3203,,0.8,350,M27x2,,mm,IMH,9
base_cylinder,IMH,50,36,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3027,,1.1,350,M27x2,,mm,IMH,10
base_cylinder,IMH,50,36,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,3623,,1.1,350,M27x2,,mm,IMH,10
base_cylinder,IMH,63,40,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3027,,1.15,350,M33x2,,mm,IMH,11
base_cylinder,IMH,63,40,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,3806,,1.15,350,M33x2,,mm,IMH,11
base_cylinder,IMH,63,45,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3348,,1.2,350,M33x2,,mm,IMH,12
base_cylinder,IMH,63,45,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4090,,1.2,350,M33x2,,mm,IMH,12
base_cylinder,IMH,80,50,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3842,,1.25,350,M42x2,,mm,IMH,13
base_cylinder,IMH,80,50,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4581,,1.25,350,M42x2,,mm,IMH,13
base_cylinder,IMH,80,56,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,3416,,1.25,350,M42x2,,mm,IMH,14
base_cylinder,IMH,80,56,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4090,,1.25,350,M42x2,,mm,IMH,14
base_cylinder,IMH,100,63,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4090,,1.35,350,M48x2,,mm,IMH,15
base_cylinder,IMH,100,63,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,4856,,1.35,350,M48x2,,mm,IMH,15
base_cylinder,IMH,100,70,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4446,,1.35,350,M48x2,,mm,IMH,16
base_cylinder,IMH,100,70,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,5224,,1.35,350,M48x2,,mm,IMH,16
base_cylinder,IMH,125,80,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4246,,1.65,350,M64x3,,mm,IMH,17
base_cylinder,IMH,125,80,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,5238,,1.65,350,M64x3,,mm,IMH,17
base_cylinder,IMH,125,90,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,4906,,1.65,350,M64x3,,mm,IMH,18
base_cylinder,IMH,125,90,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,5948,,1.65,350,M64x3,,mm,IMH,18
base_cylinder,IMH,160,100,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5291,,1.65,350,M80x3,,mm,IMH,19
base_cylinder,IMH,160,100,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6365,,1.65,350,M80x3,,mm,IMH,19
base_cylinder,IMH,160,110,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5134,,2,350,M80x3,,mm,IMH,20
base_cylinder,IMH,160,110,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6213,,2,350,M80x3,,mm,IMH,20
base_cylinder,IMH,200,125,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,5847,,2.25,350,M100x3,,mm,IMH,21
base_cylinder,IMH,200,125,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,6944,,2.25,350,M100x3,,mm,IMH,21
base_cylinder,IMH,200,140,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,6356,,2.4,350,M100x3,,mm,IMH,22
base_cylinder,IMH,200,140,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,7444,,2.4,350,M100x3,,mm,IMH,22
base_cylinder,IMH,250,160,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,6670,,2.8,350,M125x4,,mm,IMH,23
base_cylinder,IMH,250,160,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,7756,,2.8,350,M125x4,,mm,IMH,23
base_cylinder,IMH,250,180,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,6416,,2.4,350,M125x4,,mm,IMH,24
base_cylinder,IMH,250,180,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,7234,,2.4,350,M125x4,,mm,IMH,24
base_cylinder,IMH,320,200,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,7666,,2.7,350,M160x4,,mm,IMH,25
base_cylinder,IMH,320,200,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,8481,,2.7,350,M160x4,,mm,IMH,25
base_cylinder,IMH,320,220,MF1/MF2/MF5/MF6/MS3/MP1/MP3/MS2/ME5/ME6,8195,,2.9,350,M160x4,,mm,IMH,26
base_cylinder,IMH,320,220,MT4/MPU3/MS7/MT1/MT2/ME3/ME4,9023,,2.9,350,M160x4,,mm,IMH,26
base_cylinder,VA,2.5,"5/8""",All Tie Rod Mounts,360,,12,,7/16-20,1/2-20,inch,VA,5
base_cylinder,VA,3.25,"1""",All Tie Rod Mounts,420,,13,,3/4-16,7/8-14,inch,VA,6
base_cylinder,VA,4,"1""",All Tie Rod Mounts,510,,15,,7/16-20,1/2-20,inch,VA,7
base_cylinder,VA,5,"1""",All Tie Rod Mounts,600,,18,,3/4-16,7/8-14,inch,VA,8
base_cylinder,VA,6,"1""",All Tie Rod Mounts,690,,21,,1-14,1 1/4-12,inch,VA,9
base_cylinder,VA,7,"1""",All Tie Rod Mounts,900,,28,,7/16-20,1/2-20,inch,VA,10
base_cylinder,VA,8,"1""",All Tie Rod Mounts,960,,39,,3/4-16,7/8-14,inch,VA,11
base_cylinder,VA,10,"1""",All Tie Rod Mounts,1200,,51,,3/4-16,7/8-14,inch,VA,12
base_cylinder,VA,12,"1 3/8""",All Tie Rod Mounts,2100,,68,,1-14,1 1/4-12,inch,VA,13
base_cylinder,VA,14,"1 3/8""",All Tie Rod Mounts,2800,,72,,1-14,1 1.4-12,inch,VA,14
base_cylinder,VA,16,"1 3/4""",All Tie Rod Mounts,5400,,258,,1-14,1 1/4-12,inch,VA,15
base_cylinder,VA,18,"2""",All Tie Rod Mounts,9000,,317,,1 1/2-12,1 3/4-12,inch,VA,16
base_cylinder,VA,20,"2""",All Tie Rod Mounts,9500,,399,,1 1/2-12,1 3/4-12,inch,VA,17
base_cylinder,VA,22,"2 1/2""",All Tie Rod Mounts,10000,,511,,1 7/8-12,2 1/4-12,inch,VA,18
